source,title,description,content,publishedAt,url,leaning,country_of_origin,sentiment_label,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,cluster,cluster_label,clean_text,summary
al-jazeera-english,"Bangladesh sentences British MP, Sheikh Hasina’s niece to prison","The former leader and her niece, UK lawmaker Tulip Siddiq, were sentenced in absentia for corruption in a land deal.","A court in Dhaka has sentenced former Bangladeshi Prime Minister Sheikh Hasina in absentia to five years in prison and her niece, British MP Tulip Siddiq to two, for corruption in a case involving th… [+3746 chars]",2025-12-01T11:55:49Z,https://www.aljazeera.com/news/2025/12/1/bangladeshs-ex-leader-sheikh-hasina-and-british-mp-niece-found-guilty,Left-Center,Qatar,Negative,-0.4939,0.039,0.144,0.817,2,Topic_2,court dhaka sentenced former bangladeshi prime minister sheikh hasina absentia five years prison niece british tulip siddiq two corruption case involving chars,
al-jazeera-english,Putin “shouldn’t be rewarded” in Ukraine peace plan,“There is a real attitude of fatigue with the [Russia-Ukraine] war.”,"There is a real attitude of fatigue with the [Russia-Ukraine] war. Theresa Fallon, director at the Centre for Russia, Europe, Asia Studies, says Ukrainians want a dignified end to the war and any pea… [+45 chars]",2025-12-01T11:40:56Z,https://www.aljazeera.com/video/quotable/2025/12/1/putin-shouldnt-be-rewarded-in-ukraine-peace-plan,Left-Center,Qatar,Positive,0.3612,0.163,0.093,0.744,2,Topic_2,real attitude fatigue russiaukraine war theresa fallon director centre russia europe asia studies says ukrainians want dignified end war pea chars,
al-jazeera-english,Mourning begins in Syrian town after deadly Israeli raid,Days of mourning have begun in a Syrian town in the Damascus countryside after an Israeli raid and air attack killed 13.,"NewsFeed
Days of mourning have begun in a Syrian town in the Damascus countryside after an Israeli raid and air attack killed 13 people on Friday, in the latest incursion inside Syrias territory. Al… [+54 chars]",2025-12-01T11:32:30Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/mourning-begins-in-syrian-town-after-deadly-israeli-raid,Left-Center,Qatar,Negative,-0.9246,0.0,0.34,0.66,2,Topic_2,newsfeed days mourning begun syrian town damascus countryside israeli raid air attack killed people friday latest incursion inside syrias territory chars,
al-jazeera-english,Venezuela’s OPEC plea unlikely to “obtain much” for support,“I doubt that you can have a great deal of support in Venezuela from Saudi Arabia.”,"Quotable
I doubt that you can have a great deal of support in Venezuela from Saudi Arabia.
Read morePaolo von Schirach, president of the Global Policy Institute, explains why the letter Venezuela w… [+191 chars]",2025-12-01T11:28:31Z,https://www.aljazeera.com/video/quotable/2025/12/1/venezuelas-opec-plea-unlikely-to-obtain-much-for-support,Left-Center,Qatar,Positive,0.7906,0.297,0.078,0.625,2,Topic_2,quotable doubt great deal support venezuela saudi arabia read morepaolo von schirach president global policy institute explains letter venezuela chars,
al-jazeera-english,"Recovery under way after floods in Indonesia, Sri Lanka, Thailand","Floods in Indonesia, Sri Lanka and Thailand leave more than 1,000 dead, thousands missing and millions displaced.","Indonesias president tells survivors of last weeks devastating floods that help is arriving for those in need, as Asian governments scale up their responses to a disaster that has left more than 1,00… [+1271 chars]",2025-12-01T11:23:08Z,https://www.aljazeera.com/gallery/2025/12/1/flooding-recovery-efforts-underway-in-indonesia-sri-lanka-and-thailand,Left-Center,Qatar,Negative,-0.7884,0.0,0.249,0.751,4,Topic_4,indonesias president tells survivors last weeks devastating floods help arriving need asian governments scale responses disaster left chars,
al-jazeera-english,"More than 1,600 people flee Sudan’s South Kordofan in single day","Sudanese flee Kertala as RSF attacks in South Kordofan escalate, driving mass displacement across Sudan.","More than 1,600 Sudanese civilians fled the town of Kertala in South Kordofan in a single day as insecurity escalated alongside rising abuses by the paramilitary Rapid Support Forces (RSF), according… [+1265 chars]",2025-12-01T10:40:57Z,https://www.aljazeera.com/gallery/2025/12/1/over-1600-sudanese-civilians-flee-south-kordofan-in-single-day,Left-Center,Qatar,Negative,-0.4404,0.0,0.104,0.896,2,Topic_2,sudanese civilians fled town kertala south kordofan single day insecurity escalated alongside rising abuses paramilitary rapid support forces rsf according chars,
al-jazeera-english,How I’m fighting the US prison system from the inside,Many of us behind the wall believe the system is built for conviction. So we’re learning the law to fight our cases.,"Years ago, while in county lockup, I came across a Dylan Thomas poem I didnt fully understand. It read: Do not go gentle into that good night Rage, rage against the dying of the light.
I liked the r… [+7524 chars]",2025-12-01T10:26:30Z,https://www.aljazeera.com/features/2025/12/1/how-im-fighting-the-us-prison-system-from-the-inside,Left-Center,Qatar,Negative,-0.8126,0.0,0.225,0.775,2,Topic_2,years ago county lockup came across dylan thomas poem didnt fully understand read gentle good night rage rage dying light liked chars,
al-jazeera-english,A Gaza family split by medical evacuation hopes transplant could unite them,"Abdullah, 10, left Gaza for cancer treatment. Now his family could join him in Italy, but only if they test as a match.","Padova, Italy Abdullah, 10, barely lifts his gaze from his tablet as he plays his favourite video game, where he creates a virtual universe that lets him be anything he imagines.
The beeping of the … [+7951 chars]",2025-12-01T10:14:28Z,https://www.aljazeera.com/news/2025/12/1/a-gaza-family-split-by-medical-evacuation-hopes-transplant-could-unite-them,Left-Center,Qatar,Negative,-0.0516,0.097,0.075,0.829,2,Topic_2,padova italy abdullah barely lifts gaze tablet plays favourite video game creates virtual universe lets anything imagines beeping chars,
al-jazeera-english,"Barcelona vs Atletico Madrid: La Liga preview – team news, start, lineups",Barca host Atletico with in-form sides seeking to burnish their title credentials amid a wobble by rivals Real Madrid.,"Who: Barcelona vs Atletico MadridWhat: Spains La LigaWhere: Camp Nou, BarcelonaWhen: Tuesday at 9pm (20:00 GMT)How to follow: Well have all the build-up on Al Jazeera Sport from 17:00 GMT in advance … [+5995 chars]",2025-12-01T10:06:44Z,https://www.aljazeera.com/sports/2025/12/1/barcelona-vs-atletico-madrid-la-liga-preview-team-news-start,Left-Center,Qatar,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,barcelona atletico madridwhat spains ligawhere camp nou barcelonawhen tuesday gmthow follow well buildup jazeera sport gmt advance chars,
al-jazeera-english,Israel’s war forces Gaza children into work as breadwinners,"Children as young as eight have been pushed to work for their families’ survival, losing their education and childhood.","Carrying thermoses through the streets of Gaza City, Palestinian teenager Mohammed Ashour calls out to passersby, hoping they might buy a cup of his coffee.
At 15, Mohammed should be in school with … [+3072 chars]",2025-12-01T09:52:52Z,https://www.aljazeera.com/news/2025/12/1/israels-genocidal-war-forces-gaza-children-into-work-as-breadwinners,Left-Center,Qatar,Negative,-0.7579,0.0,0.2,0.8,2,Topic_2,carrying thermoses streets gaza city palestinian teenager mohammed ashour calls passersby hoping might buy cup coffee mohammed school chars,
al-jazeera-english,"Trump-backed candidate Nasry Asfura leads Honduras race, early trends show","Nasry Asfura holds a narrow lead over his rival Salvador Nasralla, with about 40 percent of the votes counted.","Nasry Asfura, a conservative politician backed by United States President Donald Trump, is leading the Honduran presidential election, with about 40 percent of the votes tallied.
Preliminary results… [+1771 chars]",2025-12-01T09:25:17Z,https://www.aljazeera.com/news/2025/12/1/trump-backed-candidate-leads-honduras-presidential-vote-early-trends-show,Left-Center,Qatar,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,nasry asfura conservative politician backed united states president donald trump leading honduran presidential election percent votes tallied preliminary results chars,
al-jazeera-english,Former US immigration judge among dozens fired,Former US immigration judge among dozens fired,"UNMUTE
Read moreFormer US immigration judge Carla Espinoza discusses the wave of firings of judges under the Trump administration.",2025-12-01T09:03:13Z,https://www.aljazeera.com/video/unmute/2025/12/1/former-us-immigration-judge-among-dozens-fired,Left-Center,Qatar,Negative,-0.802,0.0,0.375,0.625,2,Topic_2,unmute read moreformer immigration judge carla espinoza discusses wave firings judges trump administration,
al-jazeera-english,Israelis protest against Netanyahu’s pardon request,Hundreds of Israelis in Tel Aviv protested against Benjamin Netanyahu’s pardon request for his corruption trial.,"NewsFeed
Hundreds of Israelis protested outside President Isaac Herzogs house in Tel Aviv after Prime Minister Benjamin Netanyahu announced he had requested a pardon in his long-running corruption t… [+60 chars]",2025-12-01T08:41:43Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/israelis-protest-against-netanyahus-pardon-request,Left-Center,Qatar,Positive,0.2732,0.176,0.134,0.69,2,Topic_2,newsfeed hundreds israelis protested outside president isaac herzogs house tel aviv prime minister benjamin netanyahu announced requested pardon longrunning corruption chars,
al-jazeera-english,Drone video shows devastation from floods in Indonesia’s Sumatra,"Drone video shows widespread destruction in part of Sumatra in Indonesia, where over 440 people have died in flooding.","NewsFeed
Drone video shows widespread destruction in part of Sumatra in Indonesia, where more than 440 people have died in flooding and landslides across the country. Hundreds of others are still mi… [+5 chars]",2025-12-01T07:28:06Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/drone-video-shows-devastation-from-floods-in-indonesias-sumatra,Left-Center,Qatar,Negative,-0.8779,0.0,0.288,0.712,4,Topic_4,newsfeed drone video shows widespread destruction part sumatra indonesia people died flooding landslides across country hundreds others still chars,
al-jazeera-english,Pope Leo says two-state is ‘only solution’ for Israel-Palestine,Pope Leo XIV told reporters on Sunday that a two-state resolution is the ‘only solution’ for Israel-Palestine.,"NewsFeed
Pope Leo XIV told reporters on Sunday that a two-state resolution is the only solution for Israel-Palestine, reiterating the Vaticans position on the conflict. The Pope made the comments on… [+83 chars]",2025-12-01T07:23:41Z,https://www.aljazeera.com/video/newsfeed/2025/12/1/pope-leo-says-two-state-is-only-solution-for-israel-palestine,Left-Center,Qatar,Neutral,0.0,0.0,0.0,1.0,2,Topic_2,newsfeed pope leo xiv told reporters sunday twostate resolution solution israelpalestine reiterating vaticans position conflict pope made comments chars,
al-jazeera-english,"Floods in Indonesia, Sri Lanka, Thailand leave close to 1,000 dead","Torrential rain has left Sri Lanka and parts of Indonesia's Sumatra, southern Thailand and northern Malaysia under water","Flooding and landslides have killed at least 954 people in Indonesia, Sri Lanka, Thailand, and Malaysia following tropical storms in recent days, with efforts under way to help thousands affected by … [+3724 chars]",2025-12-01T06:54:50Z,https://www.aljazeera.com/news/2025/12/1/floods-in-indonesia-sri-lanka-thailand-leave-close-to-1000-dead,Left-Center,Qatar,Negative,-0.6705,0.0,0.169,0.831,4,Topic_4,flooding landslides killed least people indonesia sri lanka thailand malaysia following tropical storms recent days efforts way help thousands affected chars,
al-jazeera-english,"LIVE: Over 900 killed in floods in Indonesia, Malaysia, Thailand, Sri Lanka","Floods across Indonesia, Thailand, Malaysia and Sri Lanka have killed nearly 1,000 people in less than a week.","blinking-dot
Live updatesLive updates, 
Floods across Indonesia, Thailand, Malaysia and Sri Lanka have killed nearly 1,000 people in less than a week.",2025-12-01T05:50:00Z,https://www.aljazeera.com/news/liveblog/2025/12/1/live-over-900-killed-in-floods-in-indonesia-malaysia-thailand-sri-lanka,Left-Center,Qatar,Negative,-0.875,0.0,0.25,0.75,4,Topic_4,blinkingdot live updateslive updates floods across indonesia thailand malaysia sri lanka killed nearly people less week,
al-jazeera-english,Why is work-related migration to rich countries falling?,Migration tide turns as rich countries see a slowdown and shifting flows of inbound people.,"Work-related migration to wealthy countries fell by more than one-fifth last year, as labour markets weakened and countries including Australia and the United Kingdom tightened visa rules, according … [+6318 chars]",2025-12-01T05:32:47Z,https://www.aljazeera.com/economy/2025/12/1/why-is-work-related-migration-to-rich-countries-falling,Left-Center,Qatar,Positive,0.765,0.259,0.058,0.683,2,Topic_2,workrelated migration wealthy countries fell onefifth last year labour markets weakened countries including australia united kingdom tightened visa rules according chars,
al-jazeera-english,Greek farmers clash with police amid protests over delayed EU subsidies,Hundreds of farmers block parts of the Athens-Thessaloniki highway in protest over the delayed payments.,"Greek farmers have clashed with police during protests in central and northern regions over the delayed payment of European Union subsidies.
Police used tear gas on Sunday as the farmers brought hun… [+1876 chars]",2025-12-01T04:54:58Z,https://www.aljazeera.com/news/2025/12/1/greek-farmers-clash-with-police-amid-protests-over-delayed-eu-subsidies,Left-Center,Qatar,Negative,-0.8225,0.0,0.335,0.665,3,Topic_3,greek farmers clashed police protests central northern regions delayed payment european union subsidies police used tear gas sunday farmers brought hun chars,
